"time","PM1.SSE","PM1.wconn.F_exc","WEC1.F_rad","WEC1.z","WEC1.v_z","WEC1.a_z"
338.9,0.2292935494393538,-237411.25928165,314044.3296893503,0.1417292525265887,0.19383645479489,-0.4842223675698736
339,0.1764403762377733,-236527.9992877713,282244.3407046716,0.1586754112930965,0.1449615199071605,-0.4917693801890849
339.1,0.1168406076928247,-234805.3604757727,247440.5525061949,0.17071153310141,0.09578224561204859,-0.4903327748642837
339.2,0.0530534585496366,-232008.3736805384,210221.1799855775,0.1778515440430115,0.0471879979967039,-0.4801128159733012
339.3,-0.01221673597803558,-227864.8519458148,171202.784845484,0.1801973476177776,4.198647830156075e-05,-0.4614310488275622
339.4,-0.07624250807043205,-222073.8243044819,131020.1042990459,0.1779355409843905,-0.04483050930943289,-0.4347247167321135
339.5,-0.1363972151614578,-214317.3251790661,90315.56673956696,0.1713328014018458,-0.08665358458714006,-0.40054082977922
339.6,-0.1902742257039769,-204274.9606445042,49729.51960358109,0.1607303397104506,-0.124711113673069,-0.3595306808220878
339.7,-0.2357948662039336,-191640.4666756715,9890.299467626539,0.146537607084018,-0.15835709615624,-0.3124442300674318
339.8,-0.2712993475680697,-176139.3186633031,-28595.4091389415,0.1292248210608423,-0.1870253079787222,-0.2601234853349609
339.9,-0.2956159226580636,-157546.3570351239,-65151.67206083071,0.1093144643058027,-0.2102380599780726,-0.2034946986752693
340,-0.3081048270853045,-135702.3675629046,-99241.72188919179,0.08737189377075383,-0.2276139412982974,-0.1435591053204843
340.1,-0.3086750243706007,-110528.5988027655,-130376.0812729273,0.0639955606494121,-0.2388750197030511,-0.08138220248601313
340.2,-0.2977733118435223,-82038.3100194674,-158119.8879785282,0.03980635045141447,-0.2438526582998837,-0.0180806613798076
340.3,-0.2763468455139908,-50344.61297453494,-182099.3640457107,0.01543635799419167,-0.2424918353904577,0.04519302405749358
340.4,-0.2457815219108054,-15664.08798223978,-202007.3994596618,-0.008482729187140192,-0.2348537978144591,0.1072681537498729
340.5,-0.2078198404585861,21684.09678990414,-217608.1667025907,-0.03133107474205414,-0.2211169336707043,0.1669749921699668
340.6,-0.1644628094622527,61283.57124730253,-228740.8873718022,-0.05251254138395763,-0.2015758299695513,0.2231663839529714
340.7,-0.1178611216881852,102630.4048144026,-235322.0917543826,-0.07146617568023667,-0.1766375284272387,0.2747402535187149
340.8,-0.07020120175800058,145146.5176130941,-237346.9868489967,-0.08767713230892413,-0.1468160956417753,0.3206627725714684
340.9,-0.02359182450072912,188196.1773351715,-234889.479165177,-0.1006869440039166,-0.1127246909116436,0.3599914805153349
341,0.02004315818116865,231104.7499200683,-228100.8647515376,-0.1101030126551936,-0.07506522597671564,0.391897761335
341.1,0.05906083504853988,273178.7831445865,-217207.119480118,-0.1156068541460264,-0.03461581431736264,0.415687504166469
341.2,0.09217943726711864,313726.4758525383,-202505.0049900695,-0.116961060702357,0.007783539051059145,0.4308195220994988
341.3,0.1185389117866889,352077.6206608402,-184356.8322976496,-0.11401458942321,0.05124694006202189,0.4369206232291882
341.4,0.1377389329656017,387602.1987658592,-163184.0229276278,-0.106706611029038,0.09486003647061471,0.4337973206848951
341.5,0.1498524011284053,419726.9420273204,-139459.385028612,-0.09506833560413155,0.1376984865863331,0.4214429558350164
341.6,0.1554135374319202,447949.346726693,-113698.534979341,-0.07922320704576195,0.1788468025965472,0.400040751381273
341.7,0.1553808006124811,471848.8102012009,-86450.34353343224,-0.05938489025478337,0.2174171863274129,0.3699617410762895
341.8,0.1510759984791006,491094.7501675018,-58286.74765905593,-0.03585375737845518,0.252568128745133,0.3317586887130358
341.9,0.1441021166995485,505451.7418954227,-29791.95251486122,-0.009011189880231512,0.2835219908631049,0.2861550497856691
342,0.1362435037708193,514781.8573586031,-1551.4043885067,0.02068745375680013,0.3095815404710739,0.234030479504754
342.1,0.1293530896205425,519044.5030092308,25859.32668711683,0.05272178067516246,0.3301444933969673,0.1764022857712607
342.2,0.1252322226438938,518294.1226833764,51885.5215102311,0.08651651412356355,0.3447162114720606,0.1144041378664069
342.3,0.1255094254454662,512676.1574068242,76003.94425519345,0.1214526509680459,0.3529204269402044,0.04926261974548121
342.4,0.1315248287856209,502421.6369347627,97732.83978531734,0.1568798654626575,0.3545070226741744,-0.01772837310299869
342.5,0.1442271837072602,487840.7251001147,116641.1703410928,0.1921293734663226,0.3493575366717779,-0.08523404104452591
342.6,0.164090119711315,469315.4621137839,132356.8738710259,0.2265272263662219,0.3374879678376454,-0.1519056126732784
342.7,0.1910536745377665,447291.8537700567,144573.951519168,0.2594078270964821,0.3190487281356661,-0.2164073304523298
342.8,0.2244960545824738,422271.3630496865,153058.2811267459,0.2901272412484938,0.2943220540943634,-0.277442798001664
342.9,0.263239110047864,394801.7766296087,157652.0329140179,0.3180761393568851,0.263716800579405,-0.3337804054419775
343,0.3055891754162172,365467.358571484,158276.5924441675,0.3426921024394275,0.2277607314128542,-0.3842774459982922
343.1,0.3494128189014788,334878.1746266449,154933.9471174589,0.3634710300380846,0.1870905063689779,-0.4279025881535097
343.2,0.3922447825682991,303658.4783483582,147706.6484735123,0.3799775436137635,0.1424396876035921,-0.4637566630042397
343.3,0.4314231236866521,272434.0957243044,136755.3479044356,0.3918535113664058,0.09462368919347496,-0.4910900376153417
343.4,0.4642444517612042,241818.8253523463,122316.5126428638,0.3988261203958536,0.04452531202760093,-0.5093199357138735
343.5,0.4881303647651534,212399.9793794392,104697.09337896,0.4007134040483721,-0.006923370338111918,-0.5180430015683559
343.6,0.5007948845227738,184723.31631668,84268.55704372296,0.3974283948314239,-0.05875925017606629,-0.5170458847576717
343.7,0.5004020138909933,159277.7478642222,61459.20354816906,0.3889810904994901,-0.1100077902632414,-0.5063119369694054
343.8,0.4857025887852518,136480.3242894458,36745.5290730221,0.3754786057031937,-0.1597029390311343,-0.4860246851065154
343.9,0.456140427670108,116662.103053701,10642.86180335195,0.3571235110383341,-0.2069068686151996,-0.4565678899318394
344,0.4119193825571529,100055.5710516882,-16305.21990556259,0.3342099163810445,-0.2507299598737118,-0.4185209641548455
344.1,0.3540251983838062,86784.31239803469,-43538.02725254583,0.3071176435281672,-0.2903500291362527,-0.3726502268787414
344.2,0.2841989594111782,76855.58511246197,-70489.20829374864,0.2763046136645206,-0.3250303271667678,-0.3198959630295056
344.3,0.204862154252856,70156.38950321628,-96598.46643185295,0.2422974584410238,-0.3541361120915798,-0.2613550213600274
344.4,0.1189967945788883,66453.48120093509,-121323.2546743583,0.205680564125317,-0.3771492884340302,-0.1982591701353572
344.5,0.02998731959968155,65397.60969633955,-144150.1644634333,0.1670837697803547,-0.3936806276533239,-0.1319495266469128
344.6,-0.05856605341583567,66532.05977470847,-164605.7964065308,0.1271689869774877,-0.4034792783649181,-0.06384751216316534
344.7,-0.1430505592282164,69305.35226740685,-182266.8729423232,0.08661601162617462,-0.4064392310238052,0.004577084924513787
344.8,-0.2200472316579403,73087.73771909361,-196769.3471347509,0.04610785213678798,-0.4026024651857166,0.07184016155948887
344.9,-0.2865263860239934,77190.90806364978,-207816.2884685045,0.006315918414466981,-0.3921586128328668,0.1364785700457356
345,-0.3400187859115864,80890.1724924733,-215184.3592733493,-0.03211457799969858,-0.3754410895069223,0.1970856246667112
345.1,-0.3787506142251337,83448.20750035204,-218728.7137602639,-0.06857866558657565,-0.3529197153242228,0.2523458084230245
345.2,-0.4017328858420127,84139.40743289297,-218386.1632080156,-0.1025247379549154,-0.3251899180859587,0.3010675904454676
345.3,-0.4087992266426551,82273.83646514452,-214176.5371561367,-0.1334664432003571,-0.2929588161399417,0.3422133517385274
345.4,-0.4005897551597983,77219.81697861583,-206202.1782205463,-0.1609930397228651,-0.257028490953806,0.3749254688523844
345.5,-0.378482841259889,68424.27932895144,-194645.564921824,-0.1847779589974371,-0.2182768762447523,0.3985477347845542
345.6,-0.3444804565747656,55430.13629378085,-179765.0916703676,-0.2045853453843739,-0.1776367567752185,0.4126414270803647
345.7,-0.3010563491964779,37890.12080412234,-161889.1190423938,-0.2202744373561064,-0.1360734622731382,0.4169956003271745
345.8,-0.2509790738062216,15576.72411239296,-141408.4177543553,-0.2318016812784383,-0.09456182746620867,0.4116313251207617
345.9,-0.1971237458548989,-11611.9217358245,-118767.1709757405,-0.2392205129943938,-0.05406303083852179,0.3967997852503962
346,-0.142287099579593,-43650.17342330905,-94452.7709906839,-0.2426788536925331,-0.01550192984537445,0.3729744423806243
346.1,-0.08901994275900182,-80386.79492769438,-68984.64689236642,-0.2424143873816661,0.02025453833026521,0.3408375991672999
346.2,-0.03948944611666828,-121550.2947833611,-42902.39500146435,-0.2387477609542439,0.05241736401545617,0.3012618902103548
346.3,0.004618986595670507,-166757.2040072659,-16753.49333531451,-0.2320738635773839,0.08029337209104553,0.2552873126746443
346.4,0.04215402751254783,-215522.7526551635,8919.09160431796,-0.2228514556993183,0.1033006577008445,0.2040946172191608
346.5,0.07250269479398859,-267273.3824994663,33589.12297806125,-0.21159138904942,0.1209812164308666,0.1489758359571936
346.6,0.09554855956967502,-321360.5523164081,56758.84427465089,-0.1988437077287874,0.1330105042874398,0.09130278907705136
346.7,0.1115898641593794,-377075.3433576563,77969.98935612003,-0.1851839580107225,0.1392037869823395,0.03249442948668069
346.8,0.1212269781068044,-433663.4459346344,96813.80591704411,-0.1711990282046714,0.1395192031815054,-0.02601617543884117
346.9,0.1252312159638098,-490340.1924792996,112939.8769432736,-0.1574728442698654,0.1340575523958365,-0.08281447843843132
347,0.1244085483272066,-546305.3866408305,126063.5294068862,-0.1445722499321829,0.1230588327527533,-0.1365359976808097
347.1,0.1194720150166894,-600757.7516439788,135971.7010913541,-0.1330333888226535,0.1068957340617974,-0.1858961625880279
347.2,0.1109356648866937,-652908.8761001623,142527.1485756979,-0.1233488747903037,0.08606426035188226,-0.2297179290515402
